 Congressional District, State House District, State Senate District,ATF/LE Confiscation/Raid/Arrest,Accidental Shooting,Accidental Shooting - Death,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Armed robbery with injury/death and/or evidence of DGU found,"Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",Attempted Murder/Suicide (one variable unsuccessful),BB/Pellet/Replica gun,Bar/club incident - in or around establishment,Brandishing/flourishing/open carry/lost/found,Car-jacking,Child Involved Incident,Child injured (not child shooter),Child injured by child,Child injured self,Child killed (not child shooter),Child killed by child,Child killed self,Child picked up & fired gun,Cleaning gun,Concealed Carry License - Perpetrator,Concealed Carry License - Victim,Congressional District,Criminal act with stolen gun,Defensive Use,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - Good Samaritan/Third Party,"Defensive Use - Shots fired, no injury/death",Defensive Use - Stand Your Ground/Castle Doctrine established,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,Domestic Violence,"Drive-by (car to street, car to car)",Drug involvement,Gang involvement,Ghost gun,"Gun at school, no death/injury - elementary/secondary school",Gun range/gun shop/gun show shooting,Gun shop robbery or burglary,Gun(s) stolen from owner,Guns stolen from law enforcement,Hate crime,Home Invasion,Home Invasion - Resident injured,Home Invasion - Resident killed,Home Invasion - subject/suspect/perpetrator injured,Home Invasion - subject/suspect/perpetrator killed,House party / Block Party / Park Party,Hunting accident,Incident ID,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,Latitude,Longitude,"Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)","Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","Mistaken ID (thought it was an intruder/threat, was friend/family)",Murder/Suicide,Non-Shooting Incident,Officer Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Bystander killed,Officer Involved Shooting - Bystander shot,Officer Involved Shooting - K9/Mounted injured,Officer Involved Shooting - Officer killed,Officer Involved Shooting - Officer shot,"Officer Involved Shooting - Shots fired, no injury",Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator shot,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Playing with gun,Police Targeted,Possession (gun(s) found during commission of other crimes),Possession of gun by felon or prohibited person,Road rage,School Incident,School Shooting - elementary/secondary school,School Shooting - university/college,Self-Inflicted (not suicide or suicide attempt - NO PERP),Sex crime involving firearm,Shootout (where VENN diagram of shooters and victims overlap),"Shot - Dead (murder, accidental, suicide)",Shot - Wounded/Injured,"Spree Shooting (multiple victims, multiple locations)",State House District,State Senate District,Stolen/Illegally owned gun{s} recovered during arrest/warrant,Stray bullet,Suicide - Attempt,Suicide^,Terrorism Involvement,Thought gun was unloaded,Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator ),Unlawful purchase/sale,Workplace shooting (disgruntled employee)
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,723649.0,,, 40.7036,-73.9272,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 53, 18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,723643.0,,, 28.596,-81.45100000000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 45, 12,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,723292.0,,, 39.235,-76.6114,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 46, 46,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,725338.0,,, 35.9468,-77.7798,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 23, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,725323.0,,, 29.7717,-95.1392,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,, 6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,722452.0,,, 36.7277,-119.803,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 31, 14,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,719128.0,,, 35.0483,-106.49,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 20, 19,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,717873.0,,, 33.9545,-118.309,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 59, 30,,,,,,,,,
,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1017372.0,,, 39.566,-104.945,,1.0,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,, 43, 30,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1017422.0,,, 42.0194,-87.6892,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 14, 7,,,,,,,,,
,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1018118.0,,, 40.2927,-74.0028,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 11, 11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1015666.0,,, 36.1754,-115.094,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,, 28, 2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1015336.0,,, 25.8533,-80.2277,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 109, 35,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1013983.0,,, 32.3517,-90.8828,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 55, 23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1014052.0,,, 31.809,-85.96,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 89, 31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1014971.0,,, 30.4941,-92.4153,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 41, 28,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1013377.0,,, 33.5091,-86.822,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 60, 18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1011953.0,,, 39.918,-75.2279,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 185, 8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1012704.0,,, 30.2493,-92.0348,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 44, 24,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1009629.0,,, 33.1716,-89.4366,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 48, 14,,,,,,,,,
,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1008310.0,,, 34.2659,-118.417,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 39, 18,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1007054.0,,, 39.9241,-82.99,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 17, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1006150.0,,, 38.2389,-85.7836,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0, 41, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1006446.0,,, 32.9244,-96.60600000000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 113, 16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1004454.0,,, 42.327,-71.0691,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 188, 2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1002514.0,,, 41.9663,-87.6581,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 13, 7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1001566.0,,, 40.4632,-79.8935,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 24, 38,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1000479.0,,, 35.1402,-90.039,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 90, 30,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,999969.0,,1.0, 42.3586,-83.0654,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 4, 1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,998843.0,,, 42.4081,-82.9936,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 2, 2,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,994323.0,,, 31.5739,-90.4442,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 53, 39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,995015.0,,, 41.4807,-81.6022,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 9, 21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991017.0,,, 45.0205,-93.294,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1289686.0,,, 41.4535,-81.7169,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 10, 21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1288376.0,,, 40.726,-84.1051,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 4, 12,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1287286.0,,, 38.7798,-90.5639,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,, 105, 23,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1284586.0,,, 30.0393,-90.7019,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 58, 2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1283229.0,,, 37.2081,-93.305,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,, 132, 30,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1282704.0,,, 36.1242,-115.135,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 16, 10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1279617.0,,, 39.3342,-76.6628,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 40, 40,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1277327.0,,, 25.7902,-80.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 109, 38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1277411.0,,, 38.8431,-104.734,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 15, 12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1276091.0,,, 40.0216,-75.1482,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 201, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1276298.0,,, 31.753,-93.0949,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 23, 29,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1272855.0,,, 43.1158,-89.3271,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 48, 16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1273161.0,,, 33.9534,-118.36200000000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 62, 35,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1272106.0,,, 40.6992,-73.8206,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 24, 14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1267682.0,,, 25.7816,-80.203,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 109, 37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1266937.0,,, 36.0523,-84.0062,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 16, 5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1262814.0,,, 32.5176,-87.8364,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 72, 24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1263332.0,,, 37.8165,-122.28,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 18, 9,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,18.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1263086.0,,, 29.8305,-95.4011,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 139, 15,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1262013.0,,, 25.8278,-80.2406,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 109, 36,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1261351.0,,, 41.029,-85.1277,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 80, 15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1260525.0,,, 38.6834,-90.2387,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 76, 5,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1258777.0,,, 39.7532,-104.991,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,, 5, 34,,1.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1258804.0,,, 39.9477,-75.2253,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 188, 8,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,44.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1258009.0,,, 33.9507,-118.245,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,, 64, 35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1558067.0,,, 25.8152,-80.2425,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 109, 36,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1556633.0,,, 34.0391,-118.258,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 53, 30,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1556984.0,,, 30.9915,-92.081,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 28, 28,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1557006.0,,, 33.4996,-86.861,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 55, 18,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1556002.0,,, 32.408,-91.1883,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 21, 34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1555879.0,,, 34.0425,-118.255,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 53, 30,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1554807.0,,, 47.9206,-122.235,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 38, 38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1555135.0,,, 33.7788,-118.179,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 70, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1554446.0,,, 37.94,-122.351,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 15, 9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1552068.0,,, 40.7455,-74.1963,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 29, 29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1551531.0,,, 36.7609,-119.71600000000001,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 31, 8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1551162.0,,, 41.4761,-81.7337,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 13, 23,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,53.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1550546.0,,, 32.6779,-117.069,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 80, 40,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1548689.0,,1.0, 34.4421,-118.51799999999999,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,, 38, 21,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1547021.0,,, 26.6804,-80.6761,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 81, 29,,,,,,,,,
,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1546102.0,,, 39.1056,-94.527,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 19, 11,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1546038.0,,, 35.0611,-89.9944,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 91, 29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1546155.0,,, 34.7402,-92.3071,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 33, 30,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1545955.0,,, 42.347,-83.0602,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 4, 1,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1546508.0,,, 32.2279,-82.4084,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 156, 19,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1545027.0,,, 35.7659,-78.6325,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 33, 15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1543835.0,,, 33.6845,-83.9866,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,, 92, 43,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1541774.0,,, 29.6714,-95.3485,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,, 146, 13,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1540863.0,,, 41.6618,-83.5214,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 44, 11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1540841.0,,, 31.6523,-94.7328,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 11, 3,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1555887.0,,, 37.5958,-122.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 20, 10,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1556439.0,,, 41.5085,-81.6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 11, 21,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1554251.0,,, 34.0097,-118.31700000000001,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 54, 30,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1553904.0,,, 38.7554,-90.1996,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 66, 13,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,53.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1550546.0,,, 32.6779,-117.069,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 80, 40,,,,1.0,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1551098.0,,, 34.8808,-82.7289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 4, 2,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1550254.0,,, 32.4392,-93.7663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 3, 39,,,,,,,,,
