 Congressional District, State House District, State Senate District,ATF/LE Confiscation/Raid/Arrest,Accidental Shooting,Accidental Shooting - Death,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Armed robbery with injury/death and/or evidence of DGU found,"Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",Attempted Murder/Suicide (one variable unsuccessful),BB/Pellet/Replica gun,Bar/club incident - in or around establishment,Brandishing/flourishing/open carry/lost/found,Car-jacking,Child Involved Incident,Child injured (not child shooter),Child injured by child,Child injured self,Child killed (not child shooter),Child killed by child,Child killed self,Child picked up & fired gun,Cleaning gun,Concealed Carry License - Perpetrator,Concealed Carry License - Victim,Congressional District,Criminal act with stolen gun,Defensive Use,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - Good Samaritan/Third Party,"Defensive Use - Shots fired, no injury/death",Defensive Use - Stand Your Ground/Castle Doctrine established,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,Domestic Violence,"Drive-by (car to street, car to car)",Drug involvement,Gang involvement,Ghost gun,"Gun at school, no death/injury - elementary/secondary school",Gun range/gun shop/gun show shooting,Gun shop robbery or burglary,Gun(s) stolen from owner,Guns stolen from law enforcement,Hate crime,Home Invasion,Home Invasion - Resident injured,Home Invasion - Resident killed,Home Invasion - subject/suspect/perpetrator injured,Home Invasion - subject/suspect/perpetrator killed,House party / Block Party / Park Party,Hunting accident,Incident ID,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,Latitude,Longitude,"Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)","Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","Mistaken ID (thought it was an intruder/threat, was friend/family)",Murder/Suicide,Non-Shooting Incident,Officer Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Bystander killed,Officer Involved Shooting - Bystander shot,Officer Involved Shooting - K9/Mounted injured,Officer Involved Shooting - Officer killed,Officer Involved Shooting - Officer shot,"Officer Involved Shooting - Shots fired, no injury",Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator shot,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Playing with gun,Police Targeted,Possession (gun(s) found during commission of other crimes),Possession of gun by felon or prohibited person,Road rage,School Incident,School Shooting - elementary/secondary school,School Shooting - university/college,Self-Inflicted (not suicide or suicide attempt - NO PERP),Sex crime involving firearm,Shootout (where VENN diagram of shooters and victims overlap),"Shot - Dead (murder, accidental, suicide)",Shot - Wounded/Injured,"Spree Shooting (multiple victims, multiple locations)",State House District,State Senate District,Stolen/Illegally owned gun{s} recovered during arrest/warrant,Stray bullet,Suicide - Attempt,Suicide^,Terrorism Involvement,Thought gun was unloaded,Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator ),Unlawful purchase/sale,Workplace shooting (disgruntled employee)
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1554188.0,,, 32.9135,-96.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,, 102, 8,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1553692.0,,, 37.9504,-87.5298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 77, 50,,1.0,,,,,,,
,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1553105.0,,, 41.9537,-87.7363,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,, 40, 20,,1.0,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1555624.0,,, 42.2402,-83.1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 14, 4,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1553704.0,,, 30.3463,-81.6729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 13, 6,,,,,,,,,
,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1552815.0,,, 35.6774,-78.8621,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 37, 17,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1552021.0,,, 41.4647,-87.3087,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 19, 3,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1551921.0,,, 37.8119,-122.29899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 18, 9,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1550986.0,,, 41.5106,-86.5963,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 20, 8,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1551772.0,,, 29.1961,-81.0347,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,, 26, 7,,,,,,,1.0,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1550932.0,,, 33.4543,-112.035,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,, 24, 24,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1551302.0,,, 32.7432,-96.6735,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 110, 23,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1551193.0,,, 39.0568,-95.6755,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 57, 18,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1551449.0,,, 39.1254,-92.3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 47, 19,,,,,,,,,
,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1551879.0,,, 30.9286,-97.7862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 54, 24,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1550420.0,,, 34.0261,-81.0437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 74, 20,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1550826.0,,, 42.9694,-85.3841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 86, 28,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1550742.0,,, 42.6642,-73.7638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 108, 44,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1550499.0,,, 32.7669,-97.3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 90, 12,,,,,,,,,
,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1550312.0,,, 46.8783,-96.7859,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,, 21, 21,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1550035.0,,, 29.5119,-98.3614,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 120, 26,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1548839.0,,1.0, 40.4024,-79.9045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 34, 43,,1.0,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1549478.0,,, 40.0734,-82.97200000000001,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,, 25, 15,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1549421.0,,, 34.626,-83.0552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 1, 1,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1549242.0,,, 42.3132,-85.1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 62, 19,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1548953.0,,, 37.7941,-85.4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 50, 14,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1547198.0,,, 25.8878,-80.1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 100, 38,,1.0,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1547789.0,,1.0, 47.5233,-122.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 37, 37,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1546923.0,,, 36.154,-95.9928,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 73, 11,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1553971.0,,, 31.6124,-94.66799999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 11, 3,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1547117.0,,, 30.2604,-81.7646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 14, 6,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1547094.0,,, 40.7917,-96.6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,, 28,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1546051.0,,, 41.8534,-87.7032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 9, 5,,1.0,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1546044.0,,, 43.0779,-87.9274,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 10, 4,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1545663.0,,, 33.4704,-86.8527,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,, 52, 18,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1545613.0,,, 31.6846,-102.39299999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 81, 31,,1.0,,,,,,,
,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1547668.0,,, 45.7869,-108.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 48, 24,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1545621.0,,, 29.4241,-98.4936,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 123, 26,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1547793.0,,, 38.7822,-90.7066,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,, 103, 2,1.0,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1546257.0,,, 38.8115,-104.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 17, 11,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1545693.0,,, 38.5062,-90.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 94, 1,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1544824.0,,, 39.8072,-89.6407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 96, 48,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1545769.0,,, 29.9815,-90.0614,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,, 93, 4,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1548609.0,,, 43.3088,-83.3072,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,, 82, 31,,,,,,1.0,1.0,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1545344.0,,, 44.271,-72.4868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, WA5, WAS,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1543955.0,,, 42.3885,-83.0297,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 4, 2,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1542930.0,,, 40.0128,-75.0776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 179, 2,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1542989.0,,, 36.0597,-86.6716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 59, 19,,,,,,,,,
,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1543849.0,,, 40.5142,-78.3895,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 79, 30,1.0,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1543420.0,,, 33.5454,-86.9768,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,, 57, 19,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1543145.0,,, 35.0838,-81.6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 30, 14,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1546745.0,,, 41.737,-111.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 4, 25,,,,,,,1.0,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1542105.0,,, 26.5417,-80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 88, 31,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1543439.0,,, 32.9971,-80.5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 90, 39,,,,,,,,,
,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,13.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1541703.0,,, 40.2291,-78.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 69, 32,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1541070.0,,, 30.5125,-87.2739,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 1, 1,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1541044.0,,, 43.3161,-85.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 70, 33,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1543217.0,,, 44.9058,-93.9714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 47A, 47,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1541020.0,,, 29.7252,-95.3593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 147, 13,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1542366.0,,, 38.6563,-77.2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 52, 29,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1540783.0,,, 43.0624,-87.9462,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 16, 6,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1541084.0,,, 28.6647,-81.5067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 45, 11,,1.0,,,,,,,
,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1541956.0,,, 29.9213,-90.0434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 85, 7,,1.0,,,,,,,
,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1539930.0,,, 32.2663,-90.1957,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,, 68, 29,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1541353.0,,, 33.569,-84.5454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 65, 35,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1552483.0,,, 40.3127,-79.3739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 55, 39,,,,,,,,,
,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1540100.0,,, 30.0347,-90.2429,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 79, 10,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1539616.0,,, 26.5812,-80.1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 90, 31,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1539036.0,,, 41.8445,-87.7174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 24, 12,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1539303.0,,, 32.4503,-93.7855,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 3, 39,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1542600.0,,, 47.4192,-120.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 12, 12,,,,,,,,,
,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1539599.0,,, 30.0144,-90.2448,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 92, 10,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1538507.0,,, 40.7535,-73.2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 7, 4,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1539044.0,,, 41.8781,-87.6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 6, 3,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1539597.0,,, 26.6673,-81.8801,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,, 79, 27,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1538894.0,,, 38.7113,-86.5249,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 73, 44,,,,,,1.0,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1538844.0,,, 34.761,-92.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 33, 32,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1538486.0,,, 30.2035,-93.8663,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 21, 3,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1537077.0,,, 26.6966,-80.1148,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 86, 30,,,,,,,,,
,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1537545.0,,, 32.9574,-97.0434,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 98, 12,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1537210.0,,, 32.4648,-92.0878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,, 17, 34,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1537956.0,,, 31.1735,-81.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,, 179, 3,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1536730.0,,, 40.7061,-73.7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 32, 14,,1.0,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1537409.0,,, 38.3269,-85.3811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 59, 26,,1.0,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1536509.0,,, 36.1832,-84.1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 33, 5,,,,,,,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1536162.0,,, 33.7712,-84.1808,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,, 87, 41,1.0,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1535287.0,,, 32.5943,-96.8952,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 111, 23,,,,,,,,,
